INCIDENT_ID,INCIDENT_TYPE_E,INCIDENT_TYPE_F,RECEIPT_DT,SOURCE_OF_RECALL_E,SOURCE_OF_RECALL_F,HAZARD_SEVERITY_CODE_E,HAZARD_SEVERITY_CODE_F,INC_AWARE_DT,MANDATORY_RPT,INCIDENT_DT
1140782,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-05,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-02-25,10.0,2025-02-25
1140784,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-25,10.0,2024-01-01
1140788,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-02-06,30.0,2025-02-06
1140791,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-05,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-02-26,10.0,2025-02-24
1140793,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,INJURY,BLESSURE,2025-02-24,10.0,2024-05-01
1140802,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-05,Canada,Canada,INJURY,BLESSURE,2025-02-26,10.0,2024-11-20
1140814,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,INJURY,BLESSURE,2025-03-03,10.0,2025-03-03
1140819,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2025-02-20,10.0,2024-06-10
1140833,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-05,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,2025-01-01
1140839,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,INJURY,BLESSURE,2025-02-27,10.0,2025-02-27
1140844,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-05,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-05,30.0,2023-09-01
1140846,others,autres,2025-03-05,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,
1140851,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,INJURY,BLESSURE,2025-02-28,10.0,2025-01-21
1140855,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2025-02-20,10.0,2024-05-15
1140861,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-01-30,30.0,2025-01-20
1140862,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-05,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,2024-09-17
1140869,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,INJURY,BLESSURE,2025-03-03,10.0,2023-10-06
1140872,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,2024-09-20
1140878,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-05,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,2025-01-01
1140880,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,INJURY,BLESSURE,2025-02-28,10.0,
1140882,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,2024-09-01
1140887,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,2024-12-17
1140888,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,INJURY,BLESSURE,2025-03-04,10.0,2024-10-10
1140892,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,INJURY,BLESSURE,2025-03-04,10.0,
1140900,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,INJURY,BLESSURE,2025-03-05,10.0,2025-02-01
1140901,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-01-30,30.0,2025-01-20
1140910,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,2024-06-01
1140912,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,2024-10-16
1140913,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-25,10.0,2025-02-25
1140915,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-01-30,30.0,2025-01-20
1140919,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,INJURY,BLESSURE,2025-03-05,10.0,
1140920,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,2024-09-13
1140924,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,2024-05-14
1140927,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-05,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-04,30.0,2024-12-10
1140929,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,2024-05-31
1140935,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-04,30.0,2024-11-07
1140937,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-05,30.0,
1140944,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-05,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-04,30.0,2024-11-12
1140954,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-10,30.0,2024-12-01
1140965,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,INJURY,BLESSURE,2025-03-03,10.0,2024-11-07
1140988,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,INJURY,BLESSURE,2025-03-03,10.0,2025-01-06
1141001,Mandatory problem report,Déclaration d'incident obligatoire,2025-02-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-01-08,30.0,
1141010,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-05,Canada,Canada,INJURY,BLESSURE,2025-02-07,30.0,
1141018,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-02-16,30.0,2025-02-16
1141023,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-03-05,10.0,2025-03-04
1141029,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-03-03,10.0,2025-02-24
1141030,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-02-26,10.0,2023-09-01
1141032,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-02-14,10.0,2025-02-04
1141036,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-02-28,10.0,2025-02-28
1141038,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-03-07,30.0,2024-03-07
1141045,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-03-02,30.0,2025-03-02
1141046,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-02-27,10.0,2025-02-27
1141050,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2024-06-13,10.0,2024-06-13
1141052,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-04-22,30.0,2024-04-22
1141070,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-02-25,10.0,2025-02-25
1141071,Summary mandatory reports,Résumé des déclarations obligatoires,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-02-27,10.0,2025-02-14
1141074,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-04-22,30.0,2024-04-22
1141077,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,,30.0,
1141078,Mandatory problem report,Déclaration d'incident obligatoire,2025-02-24,Canada,Canada,INJURY,BLESSURE,2025-02-11,10.0,2025-02-10
1141079,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-03-04,10.0,2025-02-24
1141084,Voluntary problem report,Déclaration d'incident volontaire,2025-03-10,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-03-10,,2025-03-04
1141091,Mandatory problem report,Déclaration d'incident obligatoire,2025-02-24,Canada,Canada,INJURY,BLESSURE,2025-02-27,10.0,2025-02-14
1141092,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-05-13,30.0,2024-05-13
1141099,Voluntary problem report,Déclaration d'incident volontaire,2025-03-10,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-03-10,,2025-02-28
1141107,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-01-22,30.0,2024-01-22
1141116,Summary mandatory reports,Résumé des déclarations obligatoires,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-02-27,10.0,2025-02-14
1141117,Voluntary problem report,Déclaration d'incident volontaire,2025-03-10,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-03-10,,2024-05-09
1141118,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-03-26,30.0,2024-03-26
1141119,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-27,10.0,2025-02-27
1141126,Voluntary problem report,Déclaration d'incident volontaire,2025-03-10,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-03-10,,2025-02-13
1141132,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-05,Canada,Canada,INJURY,BLESSURE,2025-02-24,10.0,2025-02-18
1141135,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-02-28,10.0,2025-01-08
1141145,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-02-28,10.0,2025-02-10
1141155,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-03-05,10.0,2025-02-02
1141158,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-03-04,10.0,2025-03-04
1141160,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-27,10.0,2024-09-30
1141164,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-03-03,10.0,2022-06-29
1141165,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-04-22,30.0,2024-04-22
1141167,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-04-23,30.0,2024-04-23
1141170,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-03-04,10.0,2025-03-04
1141173,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-05,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-23,10.0,2025-02-21
1141183,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-04-24,30.0,2024-04-24
1141188,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-03-03,10.0,2025-03-02
1141193,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-03-20,30.0,2024-03-15
1141197,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-02-03,10.0,2025-02-03
1141207,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-03-15,30.0,2024-03-14
1141211,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-02-06,30.0,2025-02-06
1141213,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-02-10,30.0,2024-02-10
1141214,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-02-07,30.0,2025-02-07
1141230,others,autres,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-03-03,10.0,2025-03-03
1141237,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-02-28,10.0,2025-02-28
1141245,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2024-04-15,30.0,2024-04-15
1141249,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-03-07,30.0,
1141250,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-02-09,30.0,2024-02-09
1141263,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-04,30.0,2024-10-15
1141265,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-11,30.0,2019-05-28
1141267,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-06,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-24,10.0,2025-01-17
1141268,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-04-12,30.0,2024-04-12
1141269,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-02-06,30.0,2025-02-06
1141274,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-02-06,30.0,2025-02-06
1141277,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-02-20,30.0,2025-02-20
1141286,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-04-17,30.0,2024-04-17
1141288,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-02-28,10.0,
1141302,Mandatory problem report linked to a recall,Déclaration d'incident obligatoire lié à un rappel,2025-03-10,Canada,Canada,INJURY,BLESSURE,2025-02-28,10.0,2025-02-28
1141306,Voluntary problem report,Déclaration d'incident volontaire,2025-03-08,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-02-28,,2025-02-28
1141320,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-05,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-24,10.0,2025-02-21
1141327,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-01-15,30.0,2025-01-10
1141350,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-01-15,30.0,
1141352,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-23,30.0,2024-10-11
1141367,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-01-15,30.0,
1141371,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-09,Canada,Canada,INJURY,BLESSURE,2025-03-06,10.0,
1141378,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,INJURY,BLESSURE,2025-03-05,10.0,
1141384,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-17,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-01-14,30.0,2025-01-04
1141389,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,INJURY,BLESSURE,2025-03-06,10.0,
1141392,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,INJURY,BLESSURE,2025-03-05,10.0,2025-01-27
1141393,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-09,Canada,Canada,INJURY,BLESSURE,2025-03-07,10.0,
1141402,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,2024-12-13
1141403,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-03-06,10.0,
1141412,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-02-13,30.0,2025-01-19
1141416,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,2024-11-08
1141419,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-06,30.0,2024-03-15
1141420,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,INJURY,BLESSURE,2025-03-04,10.0,2025-03-03
1141424,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-11,30.0,2024-01-01
1141430,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-28,10.0,2025-02-26
1141436,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-28,10.0,2025-02-24
1141453,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,INJURY,BLESSURE,2025-03-06,10.0,
1141459,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-11,30.0,2025-01-24
1141464,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-11,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-02-18,30.0,
1141469,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-03-03,10.0,2025-03-03
1141475,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-11,Canada,Canada,INJURY,BLESSURE,2025-03-05,10.0,
1141489,Mandatory problem report linked to a recall,Déclaration d'incident obligatoire lié à un rappel,2025-03-11,Canada,Canada,DEATH,MORT,2024-12-17,10.0,2024-12-17
1141498,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-11,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-13,30.0,2025-02-11
1141499,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-11,Canada,Canada,INJURY,BLESSURE,2025-03-05,10.0,2024-01-05
1141503,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-13,30.0,2025-01-01
1141506,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-11,Canada,Canada,DEATH,MORT,2025-03-03,10.0,
1141512,Mandatory problem report linked to a recall,Déclaration d'incident obligatoire lié à un rappel,2025-03-11,Canada,Canada,INJURY,BLESSURE,2025-03-05,,2025-01-16
1141520,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-02-12,30.0,2024-12-15
1141524,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-13,30.0,2024-07-18
1141528,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-02-13,30.0,2024-01-01
1141531,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2025-02-13,30.0,2024-08-05
1141534,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,INJURY,BLESSURE,2025-03-06,10.0,2025-03-06
1141557,Voluntary problem report,Déclaration d'incident volontaire,2025-03-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-03-06,,2025-01-27
1141558,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-11,Canada,Canada,INJURY,BLESSURE,2025-03-05,10.0,
1141559,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-11,Canada,Canada,INJURY,BLESSURE,2025-03-03,10.0,2024-12-06
1141560,Voluntary problem report,Déclaration d'incident volontaire,2025-03-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-03-06,,2025-02-28
1141561,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-11,Canada,Canada,INJURY,BLESSURE,2025-03-06,10.0,2025-03-05
1141562,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-11,Canada,Canada,INJURY,BLESSURE,2025-03-04,10.0,2025-03-03
1141568,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-11,Canada,Canada,INJURY,BLESSURE,2025-03-10,10.0,2025-01-25
1141571,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-12,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2025-02-13,30.0,2025-02-10
1141592,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-11,Canada,Canada,INJURY,BLESSURE,2025-03-06,10.0,2025-02-25
1141593,Voluntary problem report,Déclaration d'incident volontaire,2025-03-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-03-06,,2025-02-25
1141602,Voluntary problem report,Déclaration d'incident volontaire,2025-03-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-03-06,,2025-02-01
1141605,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,INJURY,BLESSURE,2025-03-05,10.0,2025-03-05
1141607,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-07,Canada,Canada,INJURY,BLESSURE,2025-02-27,10.0,2024-12-12
1141626,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-11,Canada,Canada,DEATH,MORT,2025-03-06,10.0,
1141634,Voluntary problem report,Déclaration d'incident volontaire,2025-03-12,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-03-12,,2025-03-06
1141638,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,INJURY,BLESSURE,2025-03-05,10.0,2025-03-05
1141656,Voluntary problem report,Déclaration d'incident volontaire,2025-03-12,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-03-12,,2025-03-12
1141658,Mandatory problem report,Déclaration d'incident obligatoire,2025-03-10,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2024-10-04,30.0,2024-10-02
1141673,Voluntary problem report,Déclaration d'incident volontaire,2025-03-12,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-03-12,,2025-03-10
